date,news,close
2016-03-30,"Broader aspect of fiscal federalism Agency banks open till 8 pm today Sundaram Finance cuts rates Reserve Bank allows firms, NBFCs in infra space to raise funds overseas YES Bank offers ‘smart box’ solution for e-comm deliveries Rupee inching closer to key resistance level In 2015, economic losses from disasters fell to $6.2 billion Dena Bank, Andhra Bank sell additional stake to LIC Nippon acquires 49% stake in Reliance Life Govt to infuse Rs 480 cr in United Bank",147.050003
2016-03-31,"Clutch of banks lowers lending rates IDBI Bank pares stake in NSE Rethink IDBI Bank stake dilution: Tapan Sen tells Jaitley Now, get 15-day loans in minutes with ‘CASHe’ New lending rate regime could reduce demand for commercial paper: Ind-Ra Lower benchmark may not reduce loan rates A CRR cut of 25 bps is practically priced in by the market: PK Gupta Digital trust: Bharosa Club to offer low-cost loans Syndicate Bank raises ₹870 cr Inflation hits poor the most, RBI must listen to them: Subbarao",147.0
2016-04-01,"As State Bank of Hyderabad turns 75, business crosses ₹2.5 lakh crore A host of banks cuts lending rates Lloyd’s to apply for reinsurance branch in India Karnataka Bank targets ₹1 lakh cr biz this fiscal Kejriwal opposes move to privatise IDBI Bank Equitas’ small finance bank will offer gold loans too, says MD In FY15, banks with high NPAs rejected more RTI requests Mallya offer too good for Indian banks to ignore Japan’s 30-year bond at record low Lloyd’s to apply for Indian reinsurance branch",152.800003
2016-04-04,"BoB’s move to change concurrent auditors stirs hornet’s nest State Bank of Mysore customers lose lakhs after accounts hacked YES Bank, T-Hub team up to support fintech start-ups Talks on to bring international arbitration facilities at GIFT Govt bond auction oversubscribed; FPIs’ bid worth ₹8,541 crore Court asks FinMin, RBI to look into ₹800-cr loan ECB ready to ease policy further Bank boards play active role in model risk management: survey Societe Generale to cut 125 jobs IFC opens trading at London Stock Exchange",151.449997
2016-04-05,"Repo rate-cut brings good tidings for borrowers Can’t assume criminality or graft in every case of loan default: Governor RBI rate cut will provide stimulus to economy, says Shaktikanta Das YES Bank, IFC to lend $50 m to businesswomen Only names of ‘wilful’ defaulters must be made public Borrowing costs will go down, say bankers Restrictions eased on plain vanilla forex options OTC derivates market to be revamped No letting down guard on inflation, says Rajan RBI to soon release framework for large exposure of loans",144.350006
2016-04-06,"Aggression not on rate cuts, but on transmission: Raghuram Rajan Rate cut alone cannot trigger growth, says TMB chief Madras HC allows auditor to withdraw PIL against BoB Muthoot Finance NCD issue opens Nabard to raise ₹50,000 cr this fiscal Rupee poised to fall further Nabard to conduct survey on financial inclusion Crisil launches new indices in G-Sec, credit and hybrid categories Green bonds: PNB Housing Finance raises ₹500 crore from IFC RBI taking steps to improve credit flow to MSMEs, says SS Mundra",143.350006
2016-04-07,"Questioning legitimacy of self-made wealth dangerous: Raghuram Rajan New MCLR-based loan rates will not hurt SBI’s margins: Rajnish Kumar IOB to sell Indian gold coins on Gudi Padwa New online platform to facilitate priority sector lending launched Keeping inflation within target will stabilise rupee: Raghuram Rajan Revival of public enterprises crucial for bolstering States’ finances, says report States headed towards growth: RBI Crisil revises outlook for PNB bonds to ‘negative’ State Bank of Hyderabad introduces MCLR SIDBI signs MoU with LIC for Fund-of-Fund operations",143.399994
2016-04-08,RBI slaps curbs on Gokul Coop Urban Bank Lenders to hire firm to run Electrosteel Steels in the interim Religare Health Insurance looks to break even by March 2018: CEO ‘Brace up for a volatile global economy’ Cracking the cash conundrum with an Ultracash app Banks Board Bureau holds maiden meeting Banks may cut interest rates in next few days: Das Star Health achieves 36% growth rate in 2015-16 Stressed loans top agenda of Banks Board Bureau meet Forty coal importers under the DRI scanner for over-invoicing,143.100006
2016-04-11,"Sun Life hikes stake in Birla venture to 49% Mobile wallets are both an opportunity and a threat: MasterCard official Education loans for studying abroad get dearer Niche banks, digital payment systems will improve customer service: Rajan RBI declines to share details of banks inspection report S. Ravindran takes charge as new KVGB Chairman RBI holds Rs 8 lakh cr of govt bonds: Rajan France’s DCNS keen on setting up defence unit Jaitley asks States to continue good work on fiscal discipline Over ₹70,000 cr loans sanctioned for renewable energy projects since Feb",149.350006
2016-04-12,"Federal Bank, Chillar Payment tie up Vijaya Bank cuts deposit rate Setting up of branches of foreign entities now easier Unions demand revocation of all transfers, suspensions in IDBI Bank ‘Higher spending, remittances hurting deposit growth’ Buying and selling priority sector lending certificates can aid banks’ margins Vijaya Bank cuts term deposit interest rates by 25 bps Apex court for making loan default amount public, RBI not for it Unions raise objection to suspensions in IDBI Bank Hefty bills preventing the sick from seeking medical help",149.199997
2016-04-13,"L&T Finance appoints director FCNR deposits of 2013 set to mature; Reserve Bank ready to tackle volatility PNB launches new products Banking body to focus on reviving PSB lending Issuance of rupee denominated bonds capped at ₹5,000 crore Online forex aggregator Fxkart to raise $5-million Series A NBFC-MFIs can act as channels for govt loans: RBI RBI says monitoring impact of maturing special swap facilities Cigna TTK launches health insurance savings product Axis Bank’s rate cut: Let the good times roll for home loan borrowers",152.449997
2016-04-18,"New GM for State Bank of India Plea to put off CAIIB exam DCB hopes to double loan book in 3-4 years with retail, SME focus LIC Housing Finance Q4 net rises 18.5% ‘Pricing has been a challenge for general insurers’ Use of Aadhaar for KYC authentication will cut costs Interest rate futures lose steam in 2016 Looking at systemic solution to Punjab food credit issue: Sinha Apollo Life, Deepak Chopra’s Jiyo to launch wellbeing platform for employees   ​Rubique distributes more than Rs 250 crore loans",148.100006
2016-04-20,"Muthoot Capital aims faster growth with diversification, geographic spread RBL Bank opens dedicated branch for start-ups in Bengaluru RBI cancels licence of three NBFCs In FY16, life insurers log 22.5% growth in new business premiums Rupee stuck in a short-term range Lending rates drop under MCLR: FinMin ‘Nation must perform well for 20 years to give everyone a decent livelihood’ Designing better compensation package for PSB execs: Vinod Rai Equirus elevates Ajit Deshmukh as head of investment banking ‘Legal reforms key to curb wilful defaulters’",152.649994
2016-04-21,"SEBI working with central bank for common KYC Nationstar eyes campus hiring for Chennai centre IndusInd Bank: Steady performance IndusInd Bank profit rises 25% in fourth quarter Respite for banks as RBI allows some stressed loans to be reclassified Set up subsidiary for investment advisory business, RBI tells banks IDF can now issue short-term bonds RBI directives on merger of private banks Future Generali eyes 30% growth in rural, micro insurance biz this fiscal Birla Sun Life ties up with Peerless Financial",157.75
2016-04-22,"HDFC Bank closes FY16 on an upbeat note Insurers may soon have to lower agent commission for ‘participating products’ Banks Board Bureau to begin selection of top executives in PSBs soon, says Rai Interest income lifts HDFC Bank Q4 net 20% National Insurance gets award IndusInd Bank profit rises 25% in fourth quarter Big banks can breathe easy ahead of Q4 results Respite for banks as RBI allows some stressed loans to be reclassified Nationstar eyes campus hiring for Chennai centre Solar power target likely to be missed, says CEO survey",161.949997
2016-04-25,"Rajan: Make it easy for start-ups, they can create jobs ‘Don’t keep education-loan defaulters out of bank jobs’ Peer-to-peer lending: RBI to consult SEBI before deciding on regulation HDFC to raise ₹500 cr via issue of bonds China’s central bank injects $41.1 b AIA completes stake hike in insurance JV with Tata Sons to 49% AIA hikes stake in Tata JV to 49% SBI launches mobile app to control debit card frauds Edelweiss Tokio Life appoints S Mukhopadhyay Chief Actuary Govt must provide more capital to PSBs: Moody’s",157.850006
2016-04-26,"Consolidation among PSBs must be based on ‘synergy of operations’ State Bank of Mysore Q4 net dips 23% on higher provisioning IDFC Bank logs ₹165-cr profit in Q4 Axis Bank: Asset quality woes persist Axis Bank Q4 net almost flat Onus on banks, insurers to deliver on crop insurance, says Agri Ministry official  Bank of China Q1 profit rises 1.7% StanChart Q1 profit falls 59% Banknotes without security thread, a serious matter: Sinha Experian launches Hunter Fraud Score tool",161.699997
2016-04-27,"Suseel Kumar is zonal chief of LIC Lakshmi Vilas Bank net rises 22% in fourth quarter Experian India unveils fraud detection mechanism First small finance bank begins operations Now, get gold loans online with Manappuram Finance Karnataka Bank to focus on credit growth, NPA recovery this fiscal ₹50 lakh looted from Axis Bank Karnataka Bank stresses on need for credit growth, NPA recovery Bankruptcy Code will be discussed in this session of Parliament: Jaitley A steady quarter for YES Bank",161.050003
2016-04-28,"Reserve Bank plans to classify peer-to peer lenders as NBFCs Rupee remains in a sideways range Rate cut: Rajan went with technical panel’s majority view TAC had doubts on fiscal consolidation SBT Q4 net shrinks 67.6% Canara Bank raises Rs 3,000 cr via Basel-III compliant bonds Pune start-up to offer bridge loans for young professionals in Chennai Punjab food credit issue: a small but niggling worry for banks  Shriram City Union Fin Q4 net profit down 61% at Rs 61 cr How to deal with packaging waste",160.550003
2016-04-29,ICICI Bank Q4 net slumps 76% Bad loans of private banks balloon 62.5% in Q4 KVGB to open 50 ATMs United India gets ₹45-crore claim from FICCI for gutted Delhi building Can Fin Homes Q4 net doubles to ₹47 cr Non-food bank credit up 9.1% in March: RBI Cigna to hike stake in insurance JV with TTK to 49% ED Ramkumar opts for early retirement IDFC Q4 net profit at Rs 130 crore More pain ahead for ICICI Bank,157.899994
2016-05-02,"An ‘unfair’ practice by banks SBI’s 5 bps rate cut: only an if & but relief for borrowers L&T Finance Q4 net rises 15% LIC itself has bad loans of well over ₹12,000 crore SBI cuts lending rates by 5 bps RBI spells out margin requirement for non-centrally cleared derivatives Govt must boost supply of ‘India Gold Coins’ HDFC Q4 results: Profit gets a boost from sale of investments YES Bank seeks FIPB nod for hiking FII limit to 74% HDFC net up 40% in Q4",155.5
2016-05-03,"At Dhanlaxmi Bank, boardroom battle gets more intense Airtel Payments Bank to begin operations from Q2 YES Bank cuts lending rate ICICI Bank will allocate more capital for retail biz: MD Housing finance firms set to lower home loan rates soon Why HDFC hopes to sustain spreads in a falling-rate regime SBI Life net up 5% at Rs 861 cr in 2015-16 Future Generali, Saraswat Bank forge bancassurance partnership SBI Life net up 5% at Rs 861 cr Kotak Mahindra Bank opens IFSC banking unit at GIFT City",152.899994
2016-05-04,"Bank credit grows at 9.7 per cent in Dec quarter SKS Microfinance Q4 net doubles Srei Finance rolls out new platform Insurers promoted by non-bank entities to gain from easier bancassurance tie-up norms Banks Board Bureau kicks off selection process for top jobs in public sector lenders Rupee continues to remain range-bound With profits dipping, PSB staff fear cutback in allocation to welfare fund Dewan Housing Finance net rises 17% in Q4 Repco Home Finance to raise $40 m via bonds Coal linkages to be auctioned for private power plants",148.649994
2016-05-05,"RBI unveils norms for ‘on tap’ bank licences Canara Bank revises lending rates SBI rolls out mVisa ICICI Bank in strategic tie-up with NDB SKS Microfinance aims 45% growth in AUM YES Bank gets SEBI nod to act as custodian of securities Anson Fincorp launches nidhi firm IRCTC hacking: Railways claims no leakage of ‘sensitive’ data Water crisis hits thermal plants Investment in renewable energy totalled ₹86,000 crore in last three years: Goyal",148.699997
2016-05-06,Banking is serious business ‘Financially we have no constraint’ IDBI Bank opens IFSC Banking Unit at GIFT City Federal Bank ties up with Transfast Remittance ICICI Bank in strategic tie-up with NDB Andrew Yule to decide on debt recast on May 12 Anson Fincorp launches nidhi firm SKS Microfinance to be rechristened IRCTC hacking: Railways claims no leakage of ‘sensitive’ data SBI rolls out mVisa,150.600006
2016-05-09,"FII holding in Ujjivan Financial capped at 49% Banks still bet on brick and mortar branches to boost business 12.5 cr policies under the govt’s low-cost insurance schemes to come up for renewal National Pension System: regulator moves to sweeten deal for NRIs Indirect tax collections up 41% in April Opposition objects to discussion on Uttarakhand budget in RS Indirect tax mop up grows 41% to Rs 64,394 cr in April India has trade deficit with 27 nations 308 districts facing potable water shortage 16 mines fail to get sufficient bids",155.149994
2016-05-10,"NRI deposit flows touch $15.9 billion in FY16 ‘One-man branch with necessary tech has paid off in rural areas’ IRDAI gives approval to 23 cross-border reinsurers Karnataka Bank’s ‘cash back’ offer Govt to nominate three independent members to rate-setting committee Karnataka Bank launches 'cash back' campaign Insolvency and Bankruptcy Code to strengthen identification and resolution of insolvencies: Crisil Punjab & Sind Bank posts Rs 98-cr net profit India, Mauritius plug loopholes in tax treaty Will act against e-comm players who flout FDI rules, says DIPP",157.399994
2016-05-11,AUM under National Pension System rises 50% to over ₹1 lakh cr in Dec ’15 Kotak Mahindra Bank Q4 profit at ₹696 cr Indian Bank net dips 59% on higher provisioning in Q4 South Indian Bank posts ₹73-crore net in fourth quarter Oriental Bank posts Rs 22-cr net profit Foreign banks not expanding in India due to high risk credit rating: Rajan JM Financial ARC reports 200% jump in net profit FIIs need clarity on India-Mauritius tax treaty tweak: Ambit Investment CEO ‘Markets mature enough to take DTAA change in stride’ Revised tax treaty with Mauritius to curb round tripping: Jaitley,156.850006
2016-05-12,"Subramanian Swamy draws fire for ‘Rajan, go back!’ attack RBI tweaks guidelines on ownership in private banks RBI plans tighter rules for large corporate borrowers Indian banks’ bad loans seen bigger than New Zealand’s economy Magma Fincorp Q4 net up 22% Penalty on Jalgaon co-op bank Srei Infra consolidated profit drops to Rs 72.52 cr Vijaya Bank Q4 net drops 26% on higher provisioning Axis Bank elevates Dahiya and Anand as EDs RBI slaps Rs 2 lakh fine on Jalgaon DCC Bank",157.649994
2016-05-13,"Bank of Baroda clocks ₹3,230-cr loss in Q4 on higher provisioning Chennai floods wash out United India FY16 net IDBI Bank stake sale may happen earlier than expected Seri Infra consolidated PAT dips Central Bank reports loss of ₹898 crore Union Bank profit dips to ₹97 crore in Q4 on higher bad loan provisioning PNB Housing Finance net up 66% in FY’16 No ‘Lehman moment’ possible in India; firewalls in place: Rajan Allahabad Bank posts ₹581-cr loss in Q4 RBI issues norms for branch offices by foreign entities",155.100006
2016-05-16,"Bank of Baroda to strengthen balance sheet, focus on reducing net NPAs to below 3% 5-in-1: SBI associates may be unified into a single bank DBS Bank to set up tech hub in Hyderabad Unbanked population to spur growth of fintech firms in Asia-Pacific: Fitch Royal Bank of Scotland to exit India retail operations in a phased manner Debt instruments: more investment options for FPIs HSBC to move 840 IT jobs from UK to overseas sites Corp Bank credit cards Dena Bank posts Rs 326 cr loss as bad loans provision rise Canara HSBC OBC Life eyes 35% growth in new business this fiscal",142.300003
2016-05-17,"Bank of Baroda to shore up balance-sheet, focus on reducing net NPAs to below 3% United Bank posts ₹413-cr loss in fourth quarter Syndicate Bank reports net loss of ₹2,158 crore in Q4 Srei Infra Finance looks to raise ₹1,200 crore for group firms SBI seeks Centre’s nod to absorb associate banks SBI associate banks' staff to go on protest strike on May 20 Canara HSBC OBC Life eyes 35% growth in new business this fiscal Debt instruments: more investment options for FPIs Royal Bank of Scotland to exit India retail operations in a phased manner Unbanked population to spur growth of fintech firms in Asia-Pacific: Fitch",141.899994
2016-05-18,"Bad loan clean-up leaves big banks in the red PNB’s ₹5,367-crore shocker Rupee threatens to fall further Ujjivan to invest ₹300 cr in tech Merger of SBI, associate banks will throw up big challenges SBI gets back ₹570 cr seized by Election Commission authorities SBT Staff Union to join strike against merger move Corporation Bank Q4 net loss at ₹510 crore Revised IPO guidelines soon for insurance firms: IRDAI Merger will not place SBI among the global top 50 banks: AIBOF",142.399994
2016-05-19,"HSBC to halve branches, slash 300 jobs in India RBI allows up to 100% FDI in credit information firms PNB moves passport authorities to stop defaulters from going abroad Hyderabad to host meet on insurance analytics Rupee threatens to fall furtherAnother dismal quarter for PNB as bad loans pile up SBI gets back Rs. 570 cr seized by Election Commission Revised IPO guidelines soon for insurance firms: IRDAI Merger of SBI, associate banks will throw up big challenges Corporation Bank Q4 net loss at Rs. 510 crore State Food Ministers meet tomorrow on price rise",137.199997
2016-05-20,"Dilip Shanghvi drops payments bank plan Bank chiefs will not be questioned over NPA resolution decisions: Rai Political attack on Rajan unfortunate: RBI employees Vijaya Bank to add more branches this year RBI’s Mundra warns borrowers against default IDBI Bank posts loss of ₹1,736 cr in Q4 as loan loss provision surges Stake sale likely via QIP Karnataka Bank net profit declines 20.5% to ₹106.79 crore in Q4 ‘Merger of associate banks, BMB to have little impact on SBI credit metrics’ SBI associate banks' staff go on strike against merger",135.050003
2016-05-23,SK Hota is Can Fin Homes MD HSBC’s downsizing move not a ‘creation of Indian economy’ Impact of bank stir minimal Hackers probing defences of Middle East banks IndiaFirst Life eyeing 30% growth Legal costs burn a third of Europe bank profits: ECB Mahindra Finance to raise Rs 1000 cr from NCDs RBI looking to limit customer liability in banking frauds City Union Bank net up 13% in fourth quarter ‘Indian merchandise exports to 6 Gulf countries down 18.7% in 2015-16’,131.800003
2016-05-24,"PNB on path to cut NPAs: MD Bad loan provisioning saps Bank of India in Q4 Jaitley to meet public sector bank chiefs on June 6 AP Grameen Vikas Bank net rises 11% Met on risk management IRDAI imposes Rs 35 lakh penalty on Future Generali Bajaj Finance net rises 36% in fourth quarter Fxkart.com sets up shop in Kolkata ‘Centre aims to create jobs through entrepreneurial encouragement’ Civil society members seek release of Rs 17,000 cr as first tranche for MGNREGA",129.800003
2016-05-25,Ujjivan Financial Services profit more than doubles in FY16 Privatisation is no solution to constraints facing cooperative banks: Sahakar Bharati Possibility of a Fed rate hike weighs on rupee IndusInd Bank partners Lohia Auto for vehicle financing RBI Governor meets Arun Jaitley Jaitley to meet public sector bank chiefs on June 6 Bad loan provisioning saps Bank of India in Q4 PNB on path to cut NPAs: MD Bajaj Finance net rises 36% in fourth quarter TRAI ropes in experts for inter-operability of set-top box,133.199997
2016-05-26,"RBI wants ATMs accepting cards with magnetic stripes junked MUDRA disburses ₹1.43 lakh cr to small, micro entrepreneurs NIC to shore up corporate portfolio, says CMD Online insurance broker Coverfox to sell Oriental’s motor policies ‘India’s use of renminbi for global payments growing’ Bankruptcy code is positive for banks: Moody’s date news1 news2 news3",134.850006
2016-05-27,"Use analytics for better product design and distribution, says IRDAI chief Vijayan Merger with associates will not be burdensome, says SBI chief IOB posts ₹936-crore loss in Q4 SBI’s tale no different from the rest RBL Bank to launch scheme for fintech entrepreneurs ‘Number of public sector banks to come down to 8-10’ Canara Bank’s loss at ₹3,905 cr on ₹6,331-crore provision ₹12,139-cr provision sees SBI Q4 net dive 66% Analytics must for expanding reach of insurance: IRDAI In India, you have to know someone in govt to be successful in business: Nikki Haley",138.600006
2016-05-30,"Debt mutual funds’ investment in G-Secs drops to 13-month low Sundaram Finance net up 34% in fourth quarter SBI still sees stress in infra, 14% loan growth YES Bank, Click&Pay team up for cashless transactions SoftBank’s investments in India may surpass $10 bn Krishi Kalyan Cess on services from tomorrow Centre moves to tighten grip on cash-rich public sector units No urgent hearing for Jindal plea Obama to address USIIC delegation on June 20 India to drive world growth for next 10 years: Goh Chok Tong",138.399994
2016-05-31,"Bank loan default: ED attaches diamond firm’s assets worth ₹172 crore Compliance window for domestic black money opens tomorrow State-run banks’ credit profiles at risk on heavy losses:Fitch RBI allows Axis Bank raise foreign shareholding to up to 62% Andhra Bank plans to raise Rs 2,700 cr for current fiscal Japan keen on investing in India’s infra sector No relief for Art of Living as green tribunal orders immediate payment of fine Paintings, cars, houses from unaccounted money can be declared under new scheme Fiscal deficit touches 25.7% of Budget target in April At 7.9% in Q4, India is still ‘fastest growing’ economy",142.800003
2016-06-01,"Is Rajan packing his bags? Sasikumar takes over as MD of State Bank of Travancore Capital Small Finance Bank net drops marginally in FY16 IFMR Capital helping small firms connect with capital market: CEO Reports of Rajan not wanting to stay on hit rupee Rupee faces downward pressure ICICI Bank cuts lending rate by 5 bps 60% of new credit cards sold in non-metros, says Axis Bank Cabinet clears India Post's payments bank proposal BRICS bank to issue first yuan denominated bonds",138.75
2016-06-02,Bank staffer shot dead ‘accidentally’ NK Chari is MD of SBM RBI pushes for cyber security policy GMs to EDs: Banks Board Bureau to hold interviews on June 16-17 Postal Dept’s payments bank has a huge head-start over competitors YES Bank plans to raise $1 bn this fiscal date news1 news2 news3,141.550003
2016-06-03,"‘Licence Raj still there, but opportunity too big to ignore’ MFIs have disbursed 35% of MUDRA loans since April 2015 Fed likely to avoid rate hike before Britain votes on leaving EU HDFC-L&T deal sets off scale-up in insurance Priority to pensioners for Aadhaar seeding MoneyGram launches Ramzan promotion date news1 news2 news3",140.199997
2016-06-06,"RBI to pause for now, but 25-bps cut likely in rest of FY17: UCO Bank Managing Director Avanse eyes disbursal of ₹800-crore education loans this fiscal RBI proposes two funds to revive firms under SDR DBS India returns to black, posts ₹8.6-cr profit for FY16 Kotak Bank aiming for 20% credit growth Jaitley to PSBs: continue focus on financial inclusion schemes Centre to soon clear merger of SBI, associates Kotak Mahindra Bank expects 20% credit growth in FY17 DBS India returns to black, posts Rs 8.6-cr profit for FY16 Bad-loan fight: Jaitley promises to empower PSBs, protect bankers",143.449997
2016-06-07,"Only serious players ‘need apply’ for payments bank licence Policy on expected lines, say bankers Garment exporters hail RBI move We are in the midst of recovery but it is uneven: Rajan Lending rates may not drop sharply in coming months Why MCLR may require a review FCNR redemption: Swelling coffers, rising confidence FCNR (B) deposits: RBI sees no pressure in redemption Better liquidity will help reduce lending rates: Kotak Mahindra Bank’s KVS Manian Change in payments bank’s business platform, the reason to drop plan: Vellayan",145.399994
2016-06-08,"FCNR (B) redemption of $20 b unlikely to pose a challenge: Nomura India MD SBI to fund farmers associated with Jain Farm Fresh Foods Policy rate unlikely to go much lower from hereon, says HDFC Bank’s Abheek Barua Syndicate Bank to raise ₹1,700 crore Japan’s bond yield hits record low ECB cautions on negative rates SBI ties up with Jain Farm to extend loans to farmers associated with co ICICI Bank’s ‘iMobile’ app gets an upgrade Javadekar rejects pollution report, again Javadekar hopeful of GST rollout next year",147.949997
2016-06-09,"Must anticipate what will happen in 2050: Rajan TMB profit up 6% in FY16 Soon, more players can hawk insurance online ‘Lloyd’s can support insurance penetration’ Equirus Capital appoints Sunil Ramrakhiani Policy rate unlikely to go much lower from hereon, says HDFC Bank’s Abheek Barua date news1 news2 news3",149.050003
2016-06-10,"Small finance banks could give UCBs stiff competition Syndicate Bank’s instant a/c opening TMB shares: Nadar community appeals to members not to offload stake to outsiders Federal Bank to up the ante in digital banking Opening old cases: Bankers to meet CBI, CVC top brass next week Revival plan: directors of PSBs suggest easing of loan-provisioning norms No clear answer in probe of $81 m Bangladesh cyber heist: FBI DoP starts logo contest for payments bank Syndicate Bank financial literacy centres add up to 79 in 2015-16 IRDAI mulls introducing ‘Title Insurance’",146.300003
2016-06-13,"Stressed lenders get some relief from RBI Deskera’s cloud-based solution toexpedite loan approvals to SMEs SBI Life will decide on dilution of stake in two months, says MD Bupa completes stake hike in health insurer Max Bupa to 49% Japan’s failure to push n-deal puts bullet train project on slow track GST roll out from April 1 if law passed in next session: Sinha Retail inflation inches up to 5.76 per cent in May India-Mauritius DTAA: Centre sets up working group Land of opportunity woos Indian investors Japan’s failure to push n-deal puts bullet train project on slow track",146.100006
2016-06-14,"Nationalised banks’ loan books shrink Indiabulls Housing Finance to raise ₹25,000 crore in FY17 ...but provide major respite to bankers New debt recast norms offer limited relief to banks... S4A will allow banks to book upside gains from stressed assets: SBI MD CRISIL reports increase in demand for non-priority sector lending assets Gunit Chadha, Deutsche Bank Asia Pacific CEO, quits State Bank of Mysore revises interest rates on housing, car loans DCB Bank launches Aadhaar-based ATM in Bengaluru; to expand facility Alliance of large Asian natural gas consumers on the cards",148.800003
2016-06-15,"Karnataka Bank gets award Corporation Bank SB a/c campaign ‘PSB boards should stick to policy matters’ Merger a win-win for both SBI, associate banks: Bhattacharya SBI — a stock for all seasons India Inc’s overseas investment jumps 48% to $2.69 bn in May Cabinet okays merger of associates with SBI CRIF opens new centre for predictive analytics and decision solutions Bidding for CNG retail licences: Oil regulator drops 7 out of 11 cities India may import pulses from Myanmar, African nations",151.800003
2016-06-16,"Risk aversion keeps rupee under pressure MCX gearing up for options trading in commodities, currency derivatives State Bank officers’ body supports merger For SBI associates, it’s the end of a princely past Merger to boost SBI’s branch network, reach Debt Recovery Bill: banks seek more legal powers DHFL Pramerica unveils online dengue protection policy UCO Bank gets award SBI rolls out ₹200-cr start-up fund Itz Cash eyes first full-year profit this fiscal",151.600006
2016-06-17,"Bandhan Bank set to achieve targeted deposits of ₹3,600 crore this fiscal RBI simplifies registration process for new NBFCs HDFC Life, Max likely merger will pave way for consolidation in private life insurance space Mahindra & Mahindra Finance ready to cash in on monsoon demand Srei Equipment Finance becomes a wholly-owned subsidiary of Srei Infra From banyan tree to keyhole: NID designed the new iconic logo for SBI India’s largest private life insurer in the making HDFC plans to raise Rs 500 cr via NCDs Exports will now start rising slowly and steadily, says Commerce Minister India, Thailand agree to commence talks for CEPA",150.600006
2016-06-20,"Rajan defends stand on inflation, policy rates Study-loan defaulters get harsh life lesson from ARC ‘Brexit can be quite damaging if it happens’ Centre appreciates Rajan’s work, respects decision to leave: Sitharaman United India looking to boost bottomline with digital push Centre allows premature closure of PPF account Arundhati Bhattacharya, Subir Gokarn, Shaktikanta Das being considered for RBI chief post Defence: greater clarity on ‘control & ownership’ India must activate ‘stalled engines’ to sustain 7.6% growth: World Bank ‘No I-T for middle-class… keep lending/deposit rate at 9%... GST is no panacea’",151.649994
2016-06-21,"MasterCard plans to invest $800 m in India over the next 4 years Bank of India sells 18% stake in Star Union Dai-ichi Life for ₹540 cr Why Nikesh Arora quit? Nikesh Arora quits SoftBank over succession issues YES Bank plans to raise $ 1bn from international markets Centre appreciates Rajan’s work, respects decision to leave: Sitharaman Most parents willing to get into debt to fund child’s college education: HSBC survey Toy majors rely on licensed merchandise to boost sales United India looking to boost bottomline with digital push ‘Brexit can be quite damaging if it happens’",149.899994
2016-06-22,"Rexit rattles the rupee Public sector banks will benefit from bad loan clean-up: Rajan Exim Bank seeks additional ₹800 crore from Centre Wadhawan Global Capital to merge housing finance arms SEBI eases trading norms for currency derivatives Capital account transaction regime needs a re-look, says HR Khan Anupam Pahuja is PayPal India head Canara Bank’s biz building week LIC to shortly announce credit enhancement fund: Das Ken Miyauchi to replace Nikesh Arora as SoftBank president",149.100006
2016-06-23,"Reserve Bank looking to scale up e-payment system Next LIC chief likely to come from within the organisation Public sector general insurers to debut on bourses this fiscal Bank employee on 6,900-km 2-wheeler ride Payment system innovation contest at IDRBT Andhra Bank to seek shareholders nod to raise capital, follow on offer LIC Chairman S K Roy resigns Sales of washing machines languishing India girds up for Brexit result Banks still not confident about PPP projects: Gammon Infra MD",152.199997
2016-06-24,"SBI CDM van in Ahmedabad Cyber fraud: RBI to issue liability framework soon Why should markets care about a Brexit? For Indian banks, life just got tougher Payment system innovation contest HDFC to raise Rs 1,035 cr via bonds on private placement Rajan in ‘Basel huddle’ of central banks as Brexit roils markets Time to start talks with UK for free trade pact: TEA HMT Machine Tools’ new product EU loses 1 GB, Cameron his job, and Sensex 604 pts",147.149994
2016-06-27,"World Bank chief coming today Venkaiah to banks: increase lending to SHGs, self-employed NBFCs, LIC agents may be roped in to give gold monetisation scheme a leg-up Srei Equipment Finance looks to ride on road projects Reliance Nippon Life to hire 30,000 agents Little headway on single demat account with regulators not yet on the same page FinMin notifies rules for monetary policy panel Govt has cut RBI governor shortlist to 4, say officials ‘Some States not updating rural job scheme data’ US expresses concern over ‘difficulty’ in BIT talks",151.850006
2016-06-28,"Axis Bank’s microfin programme Soon, Kotak Bank to open accounts via tablet Not an opportune time for consolidation of public sector banks, says Moody’s With oil prices rising, economy must be ready to readjust The ugly side of FinTech RBI fears credit tightening as banks clean up balance-sheets Stability of banks has worsened significantly To curb bad loans, RBI moots better collateral management Small loans firm Five Star raises ₹114 crore from Morgan Stanley Private Equity Asia Canara Bank to seek shareholders nod to raise Rs 2,000 cr",154.399994
2016-06-29,"Vijaya Bank’s social media foray GIC Re profit rises 6 per cent in 2015-16 Rupee stabilises after Brexit jitters Corporation Bank focussing on recoveries, credit growth: MD Axis Bank opens innovation lab for start-ups in Bengaluru Banks on edge over UK passporting options SBI to raise $1.5 bn via overseas bonds No dual power tariff for coop, public sector cogeneration plants Import of solar panels triples in 2015-16 Govt pay hike may impact fiscal deficit target for FY18: SBI",153.899994
